lago,n_fechas,media_temporal_mg_m3,maximo_fecha_mg_m3,p95_medio_mg_m3,coeficiente_variacion_pct,area_ge_20_promedio_pct,max_area_ge_20_pct,fechas_extensas,area_persistente_km2
Amatitlán,11,6.272578456185081,11.411654472351074,11.290249954570424,37.99438316098433,2.3904672723659286,11.962638178754034,2,0.0
Atitlán,11,1.2583672350103206,2.157820463180542,2.5724317160519687,41.386377020202076,0.0006261410012156243,0.00294421690373065,0,0.0
